state,district,pincode,total_enrollments,total_demo_updates,total_bio_updates,total_updates,update_to_enrollment_ratio
Andhra Pradesh,Ananthapur,515761,69.0,860.0,1966.0,2826.0,40.371428571428574
Andhra Pradesh,Ananthapur,515763,19.0,224.0,375.0,599.0,29.95
Andhra Pradesh,Ananthapur,515765,38.0,565.0,1253.0,1818.0,46.61538461538461
Andhra Pradesh,Ananthapur,515766,27.0,799.0,1025.0,1824.0,65.14285714285714
Andhra Pradesh,Ananthapur,515767,17.0,381.0,931.0,1312.0,72.88888888888889
Andhra Pradesh,Ananthapur,515774,5.0,30.0,160.0,190.0,31.666666666666668
Andhra Pradesh,Ananthapur,515775,14.0,246.0,1121.0,1367.0,91.13333333333334
Andhra Pradesh,Ananthapur,515787,25.0,445.0,736.0,1181.0,45.42307692307692
Andhra Pradesh,Ananthapur,515801,82.0,561.0,2993.0,3554.0,42.81927710843374
Andhra Pradesh,Ananthapur,515803,13.0,110.0,498.0,608.0,43.42857142857143
Andhra Pradesh,Ananthapur,515812,24.0,390.0,1582.0,1972.0,78.88
Andhra Pradesh,Ananthapur,515822,9.0,142.0,347.0,489.0,48.9
Andhra Pradesh,Ananthapur,515832,20.0,123.0,537.0,660.0,31.428571428571427
Andhra Pradesh,Ananthapur,515842,22.0,208.0,1048.0,1256.0,54.608695652173914
Andhra Pradesh,Ananthapur,515863,16.0,97.0,607.0,704.0,41.411764705882355
Andhra Pradesh,Ananthapur,515865,108.0,863.0,4440.0,5303.0,48.65137614678899
Andhra Pradesh,Ananthapur,515867,38.0,253.0,1135.0,1388.0,35.58974358974359
Andhra Pradesh,Ananthapur,515870,18.0,203.0,1087.0,1290.0,67.89473684210526
Andhra Pradesh,Ananthapur,515871,66.0,852.0,3038.0,3890.0,58.059701492537314
Andhra Pradesh,Ananthapur,515872,5.0,41.0,376.0,417.0,69.5
Andhra Pradesh,Ananthapuramu,515001,198.0,11962.0,6263.0,18225.0,91.58291457286433
Andhra Pradesh,Ananthapuramu,515002,48.0,614.0,903.0,1517.0,30.959183673469386
Andhra Pradesh,Ananthapuramu,515003,9.0,129.0,151.0,280.0,28.0
Andhra Pradesh,Ananthapuramu,515004,107.0,5639.0,2882.0,8521.0,78.89814814814815
Andhra Pradesh,Ananthapuramu,515005,4.0,84.0,162.0,246.0,49.2
Andhra Pradesh,Ananthapuramu,515101,23.0,164.0,633.0,797.0,33.208333333333336
Andhra Pradesh,Ananthapuramu,515110,17.0,188.0,1219.0,1407.0,78.16666666666667
Andhra Pradesh,Ananthapuramu,515122,20.0,123.0,875.0,998.0,47.523809523809526
Andhra Pradesh,Ananthapuramu,515123,10.0,79.0,556.0,635.0,57.72727272727273
Andhra Pradesh,Ananthapuramu,515124,6.0,55.0,235.0,290.0,41.42857142857143
Andhra Pradesh,Ananthapuramu,515133,18.0,90.0,420.0,510.0,26.842105263157894
Andhra Pradesh,Ananthapuramu,515134,22.0,140.0,808.0,948.0,41.21739130434783
Andhra Pradesh,Ananthapuramu,515144,16.0,84.0,734.0,818.0,48.11764705882353
Andhra Pradesh,Ananthapuramu,515154,12.0,64.0,429.0,493.0,37.92307692307692
Andhra Pradesh,Ananthapuramu,515159,3.0,20.0,374.0,394.0,98.5
Andhra Pradesh,Ananthapuramu,515164,11.0,80.0,182.0,262.0,21.833333333333332
Andhra Pradesh,Ananthapuramu,515201,32.0,499.0,2708.0,3207.0,97.18181818181819
Andhra Pradesh,Ananthapuramu,515211,7.0,73.0,285.0,358.0,44.75
Andhra Pradesh,Ananthapuramu,515212,21.0,62.0,313.0,375.0,17.045454545454547
Andhra Pradesh,Ananthapuramu,515231,59.0,533.0,2046.0,2579.0,42.983333333333334
Andhra Pradesh,Ananthapuramu,515241,12.0,94.0,465.0,559.0,43.0
Andhra Pradesh,Ananthapuramu,515261,20.0,89.0,466.0,555.0,26.428571428571427
Andhra Pradesh,Ananthapuramu,515271,11.0,54.0,330.0,384.0,32.0
Andhra Pradesh,Ananthapuramu,515281,20.0,90.0,661.0,751.0,35.76190476190476
Andhra Pradesh,Ananthapuramu,515286,7.0,44.0,290.0,334.0,41.75
Andhra Pradesh,Ananthapuramu,515291,4.0,34.0,117.0,151.0,30.2
Andhra Pradesh,Ananthapuramu,515301,18.0,157.0,897.0,1054.0,55.473684210526315
Andhra Pradesh,Ananthapuramu,515303,8.0,39.0,192.0,231.0,25.666666666666668
Andhra Pradesh,Ananthapuramu,515305,17.0,56.0,192.0,248.0,13.777777777777779
Andhra Pradesh,Ananthapuramu,515311,6.0,113.0,688.0,801.0,114.42857142857143
Andhra Pradesh,Ananthapuramu,515321,12.0,66.0,406.0,472.0,36.30769230769231
Andhra Pradesh,Ananthapuramu,515331,11.0,129.0,1120.0,1249.0,104.08333333333333
Andhra Pradesh,Ananthapuramu,515341,15.0,67.0,187.0,254.0,15.875
Andhra Pradesh,Ananthapuramu,515401,80.0,1775.0,3057.0,4832.0,59.65432098765432
Andhra Pradesh,Ananthapuramu,515402,14.0,279.0,1147.0,1426.0,95.06666666666666
Andhra Pradesh,Ananthapuramu,515405,24.0,160.0,857.0,1017.0,40.68
Andhra Pradesh,Ananthapuramu,515408,45.0,368.0,1550.0,1918.0,41.69565217391305
Andhra Pradesh,Ananthapuramu,515411,113.0,2750.0,3785.0,6535.0,57.324561403508774
Andhra Pradesh,Ananthapuramu,515414,13.0,179.0,468.0,647.0,46.214285714285715
Andhra Pradesh,Ananthapuramu,515415,16.0,205.0,464.0,669.0,39.35294117647059
Andhra Pradesh,Ananthapuramu,515425,48.0,412.0,1875.0,2287.0,46.673469387755105
Andhra Pradesh,Ananthapuramu,515435,20.0,187.0,286.0,473.0,22.523809523809526
Andhra Pradesh,Ananthapuramu,515445,8.0,255.0,606.0,861.0,95.66666666666667
Andhra Pradesh,Ananthapuramu,515455,27.0,197.0,1088.0,1285.0,45.892857142857146
Andhra Pradesh,Ananthapuramu,515465,29.0,395.0,956.0,1351.0,45.03333333333333
Andhra Pradesh,Ananthapuramu,515501,28.0,207.0,1050.0,1257.0,43.3448275862069
Andhra Pradesh,Ananthapuramu,515511,19.0,106.0,1161.0,1267.0,63.35
Andhra Pradesh,Ananthapuramu,515521,29.0,205.0,1005.0,1210.0,40.333333333333336
Andhra Pradesh,Ananthapuramu,515531,20.0,83.0,456.0,539.0,25.666666666666668
Andhra Pradesh,Ananthapuramu,515541,23.0,82.0,678.0,760.0,31.666666666666668
Andhra Pradesh,Ananthapuramu,515551,9.0,50.0,299.0,349.0,34.9
Andhra Pradesh,Ananthapuramu,515556,15.0,50.0,263.0,313.0,19.5625
Andhra Pradesh,Ananthapuramu,515561,28.0,124.0,898.0,1022.0,35.241379310344826
Andhra Pradesh,Ananthapuramu,515571,22.0,286.0,1402.0,1688.0,73.3913043478261
Andhra Pradesh,Ananthapuramu,515581,37.0,165.0,1328.0,1493.0,39.28947368421053
Andhra Pradesh,Ananthapuramu,515591,66.0,536.0,2937.0,3473.0,51.83582089552239
Andhra Pradesh,Ananthapuramu,515601,5.0,67.0,250.0,317.0,52.833333333333336
Andhra Pradesh,Ananthapuramu,515611,14.0,136.0,608.0,744.0,49.6
Andhra Pradesh,Ananthapuramu,515621,16.0,180.0,947.0,1127.0,66.29411764705883
Andhra Pradesh,Ananthapuramu,515631,20.0,63.0,318.0,381.0,18.142857142857142
Andhra Pradesh,Ananthapuramu,515641,24.0,142.0,973.0,1115.0,44.6
Andhra Pradesh,Ananthapuramu,515651,12.0,54.0,195.0,249.0,19.153846153846153
Andhra Pradesh,Ananthapuramu,515661,17.0,70.0,530.0,600.0,33.333333333333336
Andhra Pradesh,Ananthapuramu,515671,59.0,877.0,2897.0,3774.0,62.9
Andhra Pradesh,Ananthapuramu,515672,21.0,265.0,1543.0,1808.0,82.18181818181819
Andhra Pradesh,Ananthapuramu,515701,92.0,2048.0,2283.0,4331.0,46.56989247311828
Andhra Pradesh,Ananthapuramu,515711,31.0,349.0,1401.0,1750.0,54.6875
Andhra Pradesh,Ananthapuramu,515721,9.0,136.0,379.0,515.0,51.5
Andhra Pradesh,Ananthapuramu,515722,15.0,366.0,638.0,1004.0,62.75
Andhra Pradesh,Ananthapuramu,515731,55.0,797.0,1494.0,2291.0,40.910714285714285
Andhra Pradesh,Ananthapuramu,515741,27.0,235.0,1328.0,1563.0,55.82142857142857
Andhra Pradesh,Ananthapuramu,515751,48.0,764.0,1665.0,2429.0,49.57142857142857
Andhra Pradesh,Ananthapuramu,515761,93.0,2162.0,3058.0,5220.0,55.53191489361702
Andhra Pradesh,Ananthapuramu,515763,19.0,287.0,948.0,1235.0,61.75
Andhra Pradesh,Ananthapuramu,515765,51.0,739.0,1838.0,2577.0,49.55769230769231
Andhra Pradesh,Ananthapuramu,515766,61.0,1208.0,1671.0,2879.0,46.435483870967744
Andhra Pradesh,Ananthapuramu,515767,36.0,328.0,1327.0,1655.0,44.729729729729726
Andhra Pradesh,Ananthapuramu,515774,25.0,183.0,682.0,865.0,33.26923076923077
Andhra Pradesh,Ananthapuramu,515775,55.0,1450.0,2346.0,3796.0,67.78571428571429
Andhra Pradesh,Ananthapuramu,515787,23.0,152.0,816.0,968.0,40.333333333333336
Andhra Pradesh,Ananthapuramu,515801,147.0,3274.0,4365.0,7639.0,51.61486486486486
Andhra Pradesh,Ananthapuramu,515803,27.0,146.0,818.0,964.0,34.42857142857143
Andhra Pradesh,Ananthapuramu,515812,76.0,1188.0,2777.0,3965.0,51.493506493506494
Andhra Pradesh,Ananthapuramu,515822,24.0,138.0,975.0,1113.0,44.52
Andhra Pradesh,Ananthapuramu,515832,28.0,264.0,1388.0,1652.0,56.96551724137931
Andhra Pradesh,Ananthapuramu,515842,31.0,308.0,1227.0,1535.0,47.96875
Andhra Pradesh,Ananthapuramu,515863,41.0,135.0,1077.0,1212.0,28.857142857142858
Andhra Pradesh,Ananthapuramu,515865,222.0,4935.0,4395.0,9330.0,41.83856502242153
Andhra Pradesh,Ananthapuramu,515867,50.0,136.0,914.0,1050.0,20.58823529411765
Andhra Pradesh,Ananthapuramu,515870,45.0,350.0,1383.0,1733.0,37.67391304347826
Andhra Pradesh,Ananthapuramu,515871,116.0,1171.0,3633.0,4804.0,41.05982905982906
Andhra Pradesh,Ananthapuramu,515872,15.0,63.0,701.0,764.0,47.75
Andhra Pradesh,Annamayya,516101,36.0,992.0,674.0,1666.0,45.027027027027025
Andhra Pradesh,Annamayya,516104,5.0,74.0,31.0,105.0,17.5
Andhra Pradesh,Annamayya,516105,11.0,330.0,82.0,412.0,34.333333333333336
Andhra Pradesh,Annamayya,516107,27.0,216.0,316.0,532.0,19.0
Andhra Pradesh,Annamayya,516108,13.0,123.0,180.0,303.0,21.642857142857142
Andhra Pradesh,Annamayya,516110,7.0,73.0,43.0,116.0,14.5
Andhra Pradesh,Annamayya,516115,37.0,619.0,328.0,947.0,24.92105263157895
Andhra Pradesh,Annamayya,516126,38.0,288.0,299.0,587.0,15.051282051282051
Andhra Pradesh,Annamayya,516127,17.0,82.0,38.0,120.0,6.666666666666667
Andhra Pradesh,Annamayya,516128,13.0,104.0,111.0,215.0,15.357142857142858
Andhra Pradesh,Annamayya,516129,15.0,131.0,76.0,207.0,12.9375
Andhra Pradesh,Annamayya,516130,29.0,248.0,204.0,452.0,15.066666666666666
Andhra Pradesh,Annamayya,516150,19.0,220.0,102.0,322.0,16.1
Andhra Pradesh,Annamayya,516151,10.0,82.0,52.0,134.0,12.181818181818182
Andhra Pradesh,Annamayya,516214,20.0,169.0,160.0,329.0,15.666666666666666
Andhra Pradesh,Annamayya,516215,16.0,157.0,96.0,253.0,14.882352941176471
Andhra Pradesh,Annamayya,516257,20.0,408.0,143.0,551.0,26.238095238095237
Andhra Pradesh,Annamayya,516267,28.0,834.0,249.0,1083.0,37.3448275862069
Andhra Pradesh,Annamayya,516268,17.0,134.0,75.0,209.0,11.61111111111111
Andhra Pradesh,Annamayya,516269,109.0,4342.0,985.0,5327.0,48.42727272727273
Andhra Pradesh,Annamayya,516270,13.0,79.0,26.0,105.0,7.5
Andhra Pradesh,Annamayya,516504,14.0,258.0,247.0,505.0,33.666666666666664
Andhra Pradesh,Annamayya,517213,6.0,220.0,46.0,266.0,38.0
Andhra Pradesh,Annamayya,517214,35.0,3432.0,560.0,3992.0,110.88888888888889
Andhra Pradesh,Annamayya,517234,21.0,869.0,160.0,1029.0,46.77272727272727
Andhra Pradesh,Annamayya,517235,7.0,118.0,37.0,155.0,19.375
Andhra Pradesh,Annamayya,517236,14.0,140.0,37.0,177.0,11.8
Andhra Pradesh,Annamayya,517237,2.0,50.0,18.0,68.0,22.666666666666668
Andhra Pradesh,Annamayya,517247,2.0,38.0,8.0,46.0,15.333333333333334
Andhra Pradesh,Annamayya,517277,8.0,76.0,28.0,104.0,11.555555555555555
Andhra Pradesh,Annamayya,517280,13.0,569.0,113.0,682.0,48.714285714285715
Andhra Pradesh,Annamayya,517291,15.0,105.0,35.0,140.0,8.75
Andhra Pradesh,Annamayya,517297,40.0,1064.0,325.0,1389.0,33.8780487804878
Andhra Pradesh,Annamayya,517299,18.0,202.0,98.0,300.0,15.789473684210526
Andhra Pradesh,Annamayya,517305,12.0,73.0,50.0,123.0,9.461538461538462
Andhra Pradesh,Annamayya,517319,14.0,193.0,127.0,320.0,21.333333333333332
Andhra Pradesh,Annamayya,517325,181.0,13709.0,2341.0,16050.0,88.18681318681318
Andhra Pradesh,Annamayya,517326,5.0,43.0,9.0,52.0,8.666666666666666
Andhra Pradesh,Annamayya,517350,13.0,172.0,50.0,222.0,15.857142857142858
Andhra Pradesh,Annamayya,517351,8.0,117.0,72.0,189.0,21.0
Andhra Pradesh,Annamayya,517352,7.0,38.0,1.0,39.0,4.875
Andhra Pradesh,Annamayya,517370,33.0,1163.0,381.0,1544.0,45.411764705882355
Andhra Pradesh,Annamayya,517390,16.0,439.0,160.0,599.0,35.23529411764706
Andhra Pradesh,Annamayya,517391,11.0,102.0,157.0,259.0,21.583333333333332
Andhra Pradesh,Annamayya,517417,17.0,417.0,253.0,670.0,37.22222222222222
Andhra Pradesh,Annamayya,517418,9.0,319.0,129.0,448.0,44.8
Andhra Pradesh,Bapatla,522101,51.0,2637.0,550.0,3187.0,61.28846153846154
Andhra Pradesh,Bapatla,522111,21.0,258.0,182.0,440.0,20.0
Andhra Pradesh,Bapatla,522113,3.0,67.0,21.0,88.0,22.0
Andhra Pradesh,Bapatla,522211,5.0,57.0,25.0,82.0,13.666666666666666
Andhra Pradesh,Bapatla,522256,7.0,120.0,82.0,202.0,25.25
Andhra Pradesh,Bapatla,522257,3.0,90.0,26.0,116.0,29.0
Andhra Pradesh,Bapatla,522258,3.0,42.0,30.0,72.0,18.0
Andhra Pradesh,Bapatla,522259,14.0,121.0,106.0,227.0,15.133333333333333
Andhra Pradesh,Bapatla,522261,15.0,267.0,134.0,401.0,25.0625
Andhra Pradesh,Bapatla,522262,13.0,158.0,187.0,345.0,24.642857142857142
Andhra Pradesh,Bapatla,522264,6.0,89.0,52.0,141.0,20.142857142857142
Andhra Pradesh,Bapatla,522265,24.0,2522.0,480.0,3002.0,120.08
Andhra Pradesh,Bapatla,522268,18.0,212.0,188.0,400.0,21.05263157894737
Andhra Pradesh,Bapatla,522301,2.0,44.0,16.0,60.0,20.0
Andhra Pradesh,Bapatla,522309,20.0,200.0,78.0,278.0,13.238095238095237
Andhra Pradesh,Bapatla,522310,2.0,59.0,19.0,78.0,26.0
Andhra Pradesh,Bapatla,522311,7.0,100.0,67.0,167.0,20.875
Andhra Pradesh,Bapatla,522312,2.0,14.0,11.0,25.0,8.333333333333334
Andhra Pradesh,Bapatla,522313,5.0,78.0,29.0,107.0,17.833333333333332
Andhra Pradesh,Bapatla,522314,8.0,205.0,197.0,402.0,44.666666666666664
Andhra Pradesh,Bapatla,522315,1.0,2.0,2.0,4.0,2.0
Andhra Pradesh,Bapatla,522317,9.0,46.0,25.0,71.0,7.1
Andhra Pradesh,Bapatla,522318,5.0,86.0,37.0,123.0,20.5
Andhra Pradesh,Bapatla,522324,5.0,133.0,156.0,289.0,48.166666666666664
Andhra Pradesh,Bapatla,522325,10.0,78.0,39.0,117.0,10.636363636363637
Andhra Pradesh,Bapatla,522329,5.0,97.0,76.0,173.0,28.833333333333332
Andhra Pradesh,Bapatla,522341,4.0,51.0,12.0,63.0,12.6
Andhra Pradesh,Bapatla,523135,7.0,82.0,43.0,125.0,15.625
Andhra Pradesh,Bapatla,523155,8.0,616.0,235.0,851.0,94.55555555555556
Andhra Pradesh,Bapatla,523157,13.0,1517.0,530.0,2047.0,146.21428571428572
Andhra Pradesh,Bapatla,523165,6.0,128.0,36.0,164.0,23.428571428571427
Andhra Pradesh,Bapatla,523166,9.0,273.0,144.0,417.0,41.7
Andhra Pradesh,Bapatla,523167,13.0,144.0,210.0,354.0,25.285714285714285
Andhra Pradesh,Bapatla,523168,1.0,54.0,60.0,114.0,57.0
Andhra Pradesh,Bapatla,523169,14.0,386.0,220.0,606.0,40.4
Andhra Pradesh,Bapatla,523170,4.0,92.0,36.0,128.0,25.6
Andhra Pradesh,Bapatla,523171,2.0,54.0,13.0,67.0,22.333333333333332
Andhra Pradesh,Bapatla,523181,2.0,30.0,14.0,44.0,14.666666666666666
Andhra Pradesh,Bapatla,523184,8.0,46.0,16.0,62.0,6.888888888888889
Andhra Pradesh,Bapatla,523185,3.0,19.0,19.0,38.0,9.5
Andhra Pradesh,Bapatla,523186,4.0,47.0,25.0,72.0,14.4
Andhra Pradesh,Bapatla,523187,18.0,411.0,202.0,613.0,32.26315789473684
Andhra Pradesh,Bapatla,523190,5.0,134.0,130.0,264.0,44.0
Andhra Pradesh,Bapatla,523201,35.0,498.0,418.0,916.0,25.444444444444443
Andhra Pradesh,Bapatla,523212,8.0,106.0,106.0,212.0,23.555555555555557
Andhra Pradesh,Bapatla,523213,2.0,53.0,39.0,92.0,30.666666666666668
Andhra Pradesh,Bapatla,523214,1.0,6.0,4.0,10.0,5.0
Andhra Pradesh,Bapatla,523260,8.0,145.0,67.0,212.0,23.555555555555557
Andhra Pradesh,Bapatla,523261,8.0,172.0,53.0,225.0,25.0
Andhra Pradesh,Bapatla,523263,2.0,12.0,3.0,15.0,5.0
Andhra Pradesh,Bapatla,523301,20.0,277.0,274.0,551.0,26.238095238095237
Andhra Pradesh,Bapatla,523302,10.0,180.0,153.0,333.0,30.272727272727273
Andhra Pradesh,Bapatla,523303,13.0,181.0,91.0,272.0,19.428571428571427
Andhra Pradesh,Chittoor,517001,173.0,4074.0,5693.0,9767.0,56.132183908045974
Andhra Pradesh,Chittoor,517002,80.0,1251.0,2724.0,3975.0,49.074074074074076
Andhra Pradesh,Chittoor,517004,83.0,1760.0,2536.0,4296.0,51.142857142857146
Andhra Pradesh,Chittoor,517101,27.0,404.0,939.0,1343.0,47.964285714285715
Andhra Pradesh,Chittoor,517102,59.0,871.0,1442.0,2313.0,38.55
Andhra Pradesh,Chittoor,517112,53.0,1151.0,2477.0,3628.0,67.18518518518519
Andhra Pradesh,Chittoor,517113,43.0,1141.0,1225.0,2366.0,53.77272727272727
Andhra Pradesh,Chittoor,517123,58.0,1005.0,1640.0,2645.0,44.83050847457627
Andhra Pradesh,Chittoor,517124,80.0,1237.0,2214.0,3451.0,42.60493827160494
Andhra Pradesh,Chittoor,517125,68.0,1139.0,2030.0,3169.0,45.927536231884055
Andhra Pradesh,Chittoor,517126,69.0,1139.0,2389.0,3528.0,50.4
Andhra Pradesh,Chittoor,517127,62.0,1830.0,2063.0,3893.0,61.79365079365079
Andhra Pradesh,Chittoor,517128,51.0,814.0,1423.0,2237.0,43.01923076923077
Andhra Pradesh,Chittoor,517129,62.0,796.0,2054.0,2850.0,45.23809523809524
Andhra Pradesh,Chittoor,517130,65.0,1144.0,2028.0,3172.0,48.06060606060606
Andhra Pradesh,Chittoor,517131,73.0,1284.0,2410.0,3694.0,49.91891891891892
Andhra Pradesh,Chittoor,517132,103.0,1542.0,2719.0,4261.0,40.97115384615385
Andhra Pradesh,Chittoor,517152,22.0,423.0,1111.0,1534.0,66.69565217391305
Andhra Pradesh,Chittoor,517167,97.0,4294.0,3177.0,7471.0,76.23469387755102
Andhra Pradesh,Chittoor,517172,55.0,774.0,1291.0,2065.0,36.875
Andhra Pradesh,Chittoor,517192,34.0,1605.0,1615.0,3220.0,92.0
Andhra Pradesh,Chittoor,517193,20.0,371.0,743.0,1114.0,53.04761904761905
Andhra Pradesh,Chittoor,517194,69.0,1242.0,1811.0,3053.0,43.614285714285714
Andhra Pradesh,Chittoor,517213,47.0,1081.0,1908.0,2989.0,62.270833333333336
Andhra Pradesh,Chittoor,517214,152.0,4650.0,5171.0,9821.0,64.18954248366013
Andhra Pradesh,Chittoor,517234,79.0,1530.0,2819.0,4349.0,54.3625
Andhra Pradesh,Chittoor,517235,27.0,498.0,887.0,1385.0,49.464285714285715
Andhra Pradesh,Chittoor,517236,54.0,599.0,1332.0,1931.0,35.10909090909091
Andhra Pradesh,Chittoor,517237,18.0,552.0,723.0,1275.0,67.10526315789474
Andhra Pradesh,Chittoor,517247,335.0,16698.0,10771.0,27469.0,81.75297619047619
Andhra Pradesh,Chittoor,517257,160.0,5849.0,5161.0,11010.0,68.38509316770187
Andhra Pradesh,Chittoor,517277,20.0,407.0,764.0,1171.0,55.76190476190476
Andhra Pradesh,Chittoor,517280,47.0,1044.0,1588.0,2632.0,54.833333333333336
Andhra Pradesh,Chittoor,517291,32.0,402.0,748.0,1150.0,34.84848484848485
Andhra Pradesh,Chittoor,517297,148.0,2640.0,3309.0,5949.0,39.92617449664429
Andhra Pradesh,Chittoor,517299,36.0,747.0,1419.0,2166.0,58.54054054054054
Andhra Pradesh,Chittoor,517305,28.0,604.0,722.0,1326.0,45.724137931034484
Andhra Pradesh,Chittoor,517319,32.0,268.0,996.0,1264.0,38.303030303030305
Andhra Pradesh,Chittoor,517325,368.0,4682.0,12060.0,16742.0,45.37127371273713
Andhra Pradesh,Chittoor,517330,1.0,22.0,14.0,36.0,18.0
Andhra Pradesh,Chittoor,517350,55.0,711.0,1583.0,2294.0,40.964285714285715
Andhra Pradesh,Chittoor,517351,32.0,626.0,1005.0,1631.0,49.42424242424242
Andhra Pradesh,Chittoor,517352,3.0,136.0,382.0,518.0,129.5
Andhra Pradesh,Chittoor,517370,85.0,1133.0,3405.0,4538.0,52.76744186046512
Andhra Pradesh,Chittoor,517390,33.0,866.0,1464.0,2330.0,68.52941176470588
Andhra Pradesh,Chittoor,517391,59.0,1402.0,1760.0,3162.0,52.7
Andhra Pradesh,Chittoor,517401,124.0,3373.0,3857.0,7230.0,57.84
Andhra Pradesh,Chittoor,517403,22.0,180.0,716.0,896.0,38.95652173913044
Andhra Pradesh,Chittoor,517408,277.0,3824.0,8645.0,12469.0,44.85251798561151
Andhra Pradesh,Chittoor,517414,50.0,641.0,1566.0,2207.0,43.27450980392157
Andhra Pradesh,Chittoor,517415,140.0,4588.0,3395.0,7983.0,56.61702127659574
Andhra Pradesh,Chittoor,517416,126.0,1623.0,3018.0,4641.0,36.54330708661417
Andhra Pradesh,Chittoor,517417,80.0,1247.0,2561.0,3808.0,47.01234567901235
Andhra Pradesh,Chittoor,517418,30.0,652.0,1276.0,1928.0,62.193548387096776
Andhra Pradesh,Chittoor,517419,48.0,825.0,2001.0,2826.0,57.673469387755105
Andhra Pradesh,Chittoor,517421,80.0,800.0,2045.0,2845.0,35.123456790123456
Andhra Pradesh,Chittoor,517422,84.0,732.0,2902.0,3634.0,42.752941176470586
Andhra Pradesh,Chittoor,517423,132.0,2218.0,4575.0,6793.0,51.07518796992481
Andhra Pradesh,Chittoor,517424,194.0,5436.0,7313.0,12749.0,65.37948717948719
Andhra Pradesh,Chittoor,517425,562.0,16450.0,15609.0,32059.0,56.94316163410302
Andhra Pradesh,Chittoor,517426,9.0,148.0,255.0,403.0,40.3
Andhra Pradesh,Chittoor,517429,88.0,1036.0,1799.0,2835.0,31.853932584269664
Andhra Pradesh,Chittoor,517432,139.0,4364.0,4360.0,8724.0,62.31428571428572
Andhra Pradesh,Chittoor,517501,410.0,10285.0,14991.0,25276.0,61.49878345498784
Andhra Pradesh,Chittoor,517502,29.0,535.0,1562.0,2097.0,69.9
Andhra Pradesh,Chittoor,517503,45.0,613.0,1902.0,2515.0,54.67391304347826
Andhra Pradesh,Chittoor,517504,7.0,85.0,349.0,434.0,54.25
Andhra Pradesh,Chittoor,517505,80.0,989.0,2154.0,3143.0,38.80246913580247
Andhra Pradesh,Chittoor,517506,3.0,55.0,157.0,212.0,53.0
Andhra Pradesh,Chittoor,517507,125.0,1932.0,4122.0,6054.0,48.04761904761905
Andhra Pradesh,Chittoor,517520,185.0,1600.0,3771.0,5371.0,28.876344086021504
Andhra Pradesh,Chittoor,517526,52.0,803.0,1089.0,1892.0,35.698113207547166
Andhra Pradesh,Chittoor,517536,34.0,325.0,1294.0,1619.0,46.25714285714286
Andhra Pradesh,Chittoor,517541,100.0,1374.0,1927.0,3301.0,32.68316831683168
Andhra Pradesh,Chittoor,517551,36.0,906.0,1426.0,2332.0,63.027027027027025
Andhra Pradesh,Chittoor,517561,50.0,1252.0,1968.0,3220.0,63.13725490196079
Andhra Pradesh,Chittoor,517569,75.0,1563.0,2423.0,3986.0,52.44736842105263
Andhra Pradesh,Chittoor,517571,25.0,219.0,810.0,1029.0,39.57692307692308
Andhra Pradesh,Chittoor,517581,69.0,743.0,1930.0,2673.0,38.18571428571428
Andhra Pradesh,Chittoor,517582,125.0,1606.0,3044.0,4650.0,36.904761904761905
Andhra Pradesh,Chittoor,517583,71.0,1251.0,2913.0,4164.0,57.833333333333336
Andhra Pradesh,Chittoor,517584,13.0,174.0,617.0,791.0,56.5
Andhra Pradesh,Chittoor,517586,67.0,484.0,1329.0,1813.0,26.66176470588235
Andhra Pradesh,Chittoor,517587,36.0,663.0,1499.0,2162.0,58.432432432432435
Andhra Pradesh,Chittoor,517588,110.0,1363.0,1889.0,3252.0,29.2972972972973
Andhra Pradesh,Chittoor,517589,99.0,1460.0,1998.0,3458.0,34.58
Andhra Pradesh,Chittoor,517590,123.0,2500.0,3654.0,6154.0,49.62903225806452
Andhra Pradesh,Chittoor,517591,75.0,884.0,1491.0,2375.0,31.25
Andhra Pradesh,Chittoor,517592,69.0,755.0,2153.0,2908.0,41.542857142857144
Andhra Pradesh,Chittoor,517599,21.0,489.0,971.0,1460.0,66.36363636363636
Andhra Pradesh,Chittoor,517619,78.0,985.0,1759.0,2744.0,34.734177215189874
Andhra Pradesh,Chittoor,517620,53.0,1008.0,1527.0,2535.0,46.94444444444444
Andhra Pradesh,Chittoor,517640,115.0,1433.0,3146.0,4579.0,39.474137931034484
Andhra Pradesh,Chittoor,517641,45.0,598.0,1349.0,1947.0,42.32608695652174
Andhra Pradesh,Chittoor,517642,35.0,910.0,1284.0,2194.0,60.94444444444444
Andhra Pradesh,Chittoor,517643,90.0,1742.0,2438.0,4180.0,45.934065934065934
Andhra Pradesh,Chittoor,517644,96.0,1396.0,2761.0,4157.0,42.855670103092784
Andhra Pradesh,Chittoor,517645,4.0,14.0,46.0,60.0,12.0
Andhra Pradesh,Chittoor,631302,1.0,7.0,20.0,27.0,13.5
